TRANSACTION_ID,POLICY_NUMBER,CUSTOMER_ID,CLAIM_AMOUNT,VENDOR_ID,IS_FRAUD,FRAUD_PROBABILITY,RISK_SCORE,RISK_LABEL
TXN0000694,POL000694,CUST00694,5409,VND0032,0,0.0102,1.02,Low
TXN0000695,POL000695,CUST00695,3288,VND0037,0,0.0,0.0,Low
TXN0000696,POL000696,CUST00696,6164,VND0045,0,0.0052,0.52,Low
TXN0000697,POL000697,CUST00697,5149,VND0021,0,0.0985,9.85,Low
TXN0000698,POL000698,CUST00698,3733,VND0008,0,0.051,5.1,Low
TXN0000699,POL000699,CUST00699,3217,VND0044,0,0.0343,3.43,Low
TXN0000700,POL000700,CUST00700,5859,VND0017,0,0.163,16.3,Low
TXN0000701,POL000701,CUST00701,3988,VND0038,0,0.0071,0.71,Low
TXN0000702,POL000702,CUST00702,1443,VND0040,0,0.0246,2.46,Low
TXN0000703,POL000703,CUST00703,6998,VND0003,0,0.1079,10.79,Low
TXN0000704,POL000704,CUST00704,664,VND0021,0,0.0111,1.11,Low
TXN0000705,POL000705,CUST00705,4926,VND0005,0,0.0092,0.92,Low
TXN0000706,POL000706,CUST00706,4660,VND0031,0,0.027,2.7,Low
TXN0000707,POL000707,CUST00707,4185,VND0040,0,0.0201,2.01,Low
TXN0000708,POL000708,CUST00708,553,VND0029,0,0.0158,1.58,Low
TXN0000709,POL000709,CUST00709,3549,VND0017,0,0.0092,0.92,Low
TXN0000710,POL000710,CUST00710,6268,VND0049,0,0.0282,2.82,Low
TXN0000711,POL000711,CUST00711,1828,VND0005,0,0.0092,0.92,Low
TXN0000712,POL000712,CUST00712,4902,VND0008,0,0.0121,1.21,Low
TXN0000713,POL000713,CUST00713,6039,VND0019,0,0.0135,1.35,Low
TXN0000714,POL000714,CUST00714,6674,VND0048,0,0.0439,4.39,Low
TXN0000715,POL000715,CUST00715,3709,VND0045,0,0.0997,9.97,Low
TXN0000716,POL000716,CUST00716,2334,VND0029,0,0.0098,0.98,Low
TXN0000717,POL000717,CUST00717,4957,VND0048,0,0.0219,2.19,Low
TXN0000718,POL000718,CUST00718,36473,VND0046,1,0.9213,92.13,Critical
TXN0000719,POL000719,CUST00719,4464,VND0030,0,0.0042,0.42,Low
TXN0000720,POL000720,CUST00720,5243,VND0006,0,0.0981,9.81,Low
TXN0000721,POL000721,CUST00721,5029,VND0045,0,0.0127,1.27,Low
TXN0000722,POL000722,CUST00722,1850,VND0033,0,0.0176,1.76,Low
TXN0000723,POL000723,CUST00723,15490,VND0008,1,0.9197,91.97,Critical
TXN0000724,POL000724,CUST00724,3884,VND0043,0,0.0876,8.76,Low
TXN0000725,POL000725,CUST00725,19551,VND0020,1,0.9666,96.66,Critical
TXN0000726,POL000726,CUST00726,32576,VND0040,1,0.9809,98.09,Critical
TXN0000727,POL000727,CUST00727,6264,VND0014,0,0.1402,14.02,Low
TXN0000728,POL000728,CUST00728,33050,VND0001,1,0.9456,94.56,Critical
TXN0000729,POL000729,CUST00729,6962,VND0023,0,0.153,15.3,Low
TXN0000730,POL000730,CUST00730,5263,VND0023,0,0.0174,1.74,Low
TXN0000731,POL000731,CUST00731,4261,VND0044,0,0.0267,2.67,Low
TXN0000732,POL000732,CUST00732,21873,VND0006,1,0.9466,94.66,Critical
TXN0000733,POL000733,CUST00733,32628,VND0046,1,0.9427,94.27,Critical
TXN0000734,POL000734,CUST00734,3432,VND0008,0,0.0394,3.94,Low
TXN0000735,POL000735,CUST00735,21825,VND0047,1,0.9562,95.62,Critical
TXN0000736,POL000736,CUST00736,4203,VND0036,0,0.0141,1.41,Low
TXN0000737,POL000737,CUST00737,3186,VND0018,0,0.0595,5.95,Low
TXN0000738,POL000738,CUST00738,1197,VND0048,0,0.0186,1.86,Low
TXN0000739,POL000739,CUST00739,5067,VND0018,0,0.0267,2.67,Low
TXN0000740,POL000740,CUST00740,3137,VND0032,0,0.0165,1.65,Low
TXN0000741,POL000741,CUST00741,8100,VND0001,1,0.8678,86.78,Critical
TXN0000742,POL000742,CUST00742,45493,VND0006,1,0.9612,96.12,Critical
TXN0000743,POL000743,CUST00743,6180,VND0018,0,0.0214,2.14,Low
TXN0000744,POL000744,CUST00744,9524,VND0013,1,0.9224,92.24,Critical
TXN0000745,POL000745,CUST00745,2961,VND0012,0,0.0181,1.81,Low
TXN0000746,POL000746,CUST00746,3681,VND0019,0,0.0172,1.72,Low
TXN0000747,POL000747,CUST00747,769,VND0031,0,0.0112,1.12,Low
TXN0000748,POL000748,CUST00748,1326,VND0007,0,0.0095,0.95,Low
TXN0000749,POL000749,CUST00749,6593,VND0038,0,0.0223,2.23,Low
TXN0000750,POL000750,CUST00750,4215,VND0043,0,0.0098,0.98,Low
TXN0000751,POL000751,CUST00751,1630,VND0042,0,0.0186,1.86,Low
TXN0000752,POL000752,CUST00752,1353,VND0010,0,0.0129,1.29,Low
TXN0000753,POL000753,CUST00753,3094,VND0045,0,0.018,1.8,Low
TXN0000754,POL000754,CUST00754,5120,VND0007,0,0.0138,1.38,Low
TXN0000755,POL000755,CUST00755,5166,VND0006,0,0.101,10.1,Low
TXN0000756,POL000756,CUST00756,1527,VND0037,0,0.0258,2.58,Low
TXN0000757,POL000757,CUST00757,5134,VND0039,0,0.0051,0.51,Low
TXN0000758,POL000758,CUST00758,6294,VND0007,0,0.071,7.1,Low
TXN0000759,POL000759,CUST00759,20478,VND0021,1,0.946,94.6,Critical
TXN0000760,POL000760,CUST00760,378,VND0021,0,0.0082,0.82,Low
TXN0000761,POL000761,CUST00761,6720,VND0037,0,0.0359,3.59,Low
TXN0000762,POL000762,CUST00762,3749,VND0026,0,0.0202,2.02,Low
TXN0000763,POL000763,CUST00763,13825,VND0031,1,0.9392,93.92,Critical
TXN0000764,POL000764,CUST00764,44383,VND0005,1,0.97,97.0,Critical
TXN0000765,POL000765,CUST00765,2234,VND0049,0,0.0043,0.43,Low
TXN0000766,POL000766,CUST00766,46740,VND0028,1,0.9363,93.63,Critical
TXN0000767,POL000767,CUST00767,1675,VND0034,0,0.0108,1.08,Low
TXN0000768,POL000768,CUST00768,31386,VND0025,1,0.8466,84.66,Critical
TXN0000769,POL000769,CUST00769,29733,VND0013,1,0.9473,94.73,Critical
TXN0000770,POL000770,CUST00770,5925,VND0034,0,0.1088,10.88,Low
TXN0000771,POL000771,CUST00771,3676,VND0015,0,0.0168,1.68,Low
TXN0000772,POL000772,CUST00772,6423,VND0011,0,0.0244,2.44,Low
TXN0000773,POL000773,CUST00773,3614,VND0028,0,0.0422,4.22,Low
TXN0000774,POL000774,CUST00774,2262,VND0018,0,0.0116,1.16,Low
TXN0000775,POL000775,CUST00775,47431,VND0045,1,0.961,96.1,Critical
TXN0000776,POL000776,CUST00776,1248,VND0033,0,0.0456,4.56,Low
TXN0000777,POL000777,CUST00777,5803,VND0019,0,0.0537,5.37,Low
TXN0000778,POL000778,CUST00778,5096,VND0002,0,0.0156,1.56,Low
TXN0000779,POL000779,CUST00779,1200,VND0018,0,0.0239,2.39,Low
TXN0000780,POL000780,CUST00780,4157,VND0006,0,0.0867,8.67,Low
TXN0000781,POL000781,CUST00781,3858,VND0011,0,0.0041,0.41,Low
TXN0000782,POL000782,CUST00782,1566,VND0015,0,0.0084,0.84,Low
TXN0000783,POL000783,CUST00783,1030,VND0033,0,0.0052,0.52,Low
TXN0000784,POL000784,CUST00784,5370,VND0006,0,0.018,1.8,Low
TXN0000785,POL000785,CUST00785,1995,VND0009,0,0.0135,1.35,Low
TXN0000786,POL000786,CUST00786,3728,VND0002,0,0.0082,0.82,Low
TXN0000787,POL000787,CUST00787,1884,VND0046,0,0.0227,2.27,Low
TXN0000788,POL000788,CUST00788,4643,VND0050,0,0.1357,13.57,Low
TXN0000789,POL000789,CUST00789,533,VND0015,0,0.0114,1.14,Low
TXN0000790,POL000790,CUST00790,2643,VND0023,0,0.0125,1.25,Low
TXN0000791,POL000791,CUST00791,3920,VND0016,0,0.0312,3.12,Low
TXN0000792,POL000792,CUST00792,3185,VND0027,0,0.0084,0.84,Low
TXN0000793,POL000793,CUST00793,4364,VND0028,0,0.0103,1.03,Low
TXN0000794,POL000794,CUST00794,11140,VND0013,1,0.9586,95.86,Critical
TXN0000795,POL000795,CUST00795,38646,VND0033,1,0.9578,95.78,Critical
TXN0000796,POL000796,CUST00796,5344,VND0001,0,0.0601,6.01,Low
TXN0000797,POL000797,CUST00797,11215,VND0033,1,0.901,90.1,Critical
TXN0000798,POL000798,CUST00798,1267,VND0038,0,0.0154,1.54,Low
TXN0000799,POL000799,CUST00799,5964,VND0003,0,0.0208,2.08,Low
TXN0000800,POL000800,CUST00800,5492,VND0037,0,0.01,1.0,Low
TXN0000801,POL000801,CUST00801,4826,VND0037,0,0.0125,1.25,Low
TXN0000802,POL000802,CUST00802,5626,VND0049,0,0.0141,1.41,Low
TXN0000803,POL000803,CUST00803,5495,VND0041,0,0.0504,5.04,Low
TXN0000804,POL000804,CUST00804,5276,VND0002,0,0.0235,2.35,Low
TXN0000805,POL000805,CUST00805,26492,VND0005,1,0.9865,98.65,Critical
TXN0000806,POL000806,CUST00806,29983,VND0007,1,0.939,93.9,Critical
TXN0000807,POL000807,CUST00807,4260,VND0030,0,0.0176,1.76,Low
TXN0000808,POL000808,CUST00808,2057,VND0036,0,0.0027,0.27,Low
TXN0000809,POL000809,CUST00809,5458,VND0033,0,0.0281,2.81,Low
TXN0000810,POL000810,CUST00810,3384,VND0017,0,0.0243,2.43,Low
TXN0000811,POL000811,CUST00811,42288,VND0011,1,0.9748,97.48,Critical
TXN0000812,POL000812,CUST00812,42125,VND0004,1,0.9515,95.15,Critical
TXN0000813,POL000813,CUST00813,3943,VND0019,0,0.0096,0.96,Low
TXN0000814,POL000814,CUST00814,6450,VND0016,0,0.0161,1.61,Low
TXN0000815,POL000815,CUST00815,23497,VND0016,1,0.9617,96.17,Critical
TXN0000816,POL000816,CUST00816,2754,VND0005,0,0.0084,0.84,Low
TXN0000817,POL000817,CUST00817,2726,VND0015,0,0.0247,2.47,Low
TXN0000818,POL000818,CUST00818,6150,VND0042,0,0.0432,4.32,Low
TXN0000819,POL000819,CUST00819,5342,VND0013,0,0.0056,0.56,Low
TXN0000820,POL000820,CUST00820,1311,VND0044,0,0.0308,3.08,Low
TXN0000821,POL000821,CUST00821,41134,VND0005,1,0.9422,94.22,Critical
TXN0000822,POL000822,CUST00822,2724,VND0032,0,0.003,0.3,Low
TXN0000823,POL000823,CUST00823,4597,VND0006,0,0.0062,0.62,Low
TXN0000824,POL000824,CUST00824,555,VND0020,0,0.0319,3.19,Low
TXN0000825,POL000825,CUST00825,5056,VND0048,0,0.0189,1.89,Low
TXN0000826,POL000826,CUST00826,29469,VND0039,1,0.9524,95.24,Critical
TXN0000827,POL000827,CUST00827,1740,VND0026,0,0.0393,3.93,Low
TXN0000828,POL000828,CUST00828,1224,VND0032,0,0.0146,1.46,Low
TXN0000829,POL000829,CUST00829,4467,VND0034,0,0.0206,2.06,Low
TXN0000830,POL000830,CUST00830,1947,VND0040,0,0.0033,0.33,Low
TXN0000831,POL000831,CUST00831,6602,VND0030,0,0.1526,15.26,Low
TXN0000832,POL000832,CUST00832,5471,VND0026,0,0.1518,15.18,Low
TXN0000833,POL000833,CUST00833,6694,VND0004,0,0.1091,10.91,Low
TXN0000834,POL000834,CUST00834,3836,VND0048,0,0.022,2.2,Low
TXN0000835,POL000835,CUST00835,6581,VND0029,0,0.0283,2.83,Low
TXN0000836,POL000836,CUST00836,295,VND0015,0,0.0099,0.99,Low
TXN0000837,POL000837,CUST00837,2171,VND0007,0,0.0142,1.42,Low
TXN0000838,POL000838,CUST00838,215,VND0031,0,0.0074,0.74,Low
TXN0000839,POL000839,CUST00839,4807,VND0040,0,0.0115,1.15,Low
TXN0000840,POL000840,CUST00840,3672,VND0041,0,0.0104,1.04,Low
TXN0000841,POL000841,CUST00841,19899,VND0045,1,0.8903,89.03,Critical
TXN0000842,POL000842,CUST00842,2273,VND0045,0,0.0188,1.88,Low
TXN0000843,POL000843,CUST00843,4577,VND0032,0,0.0977,9.77,Low
TXN0000844,POL000844,CUST00844,1426,VND0048,0,0.0089,0.89,Low
TXN0000845,POL000845,CUST00845,19489,VND0004,1,0.9281,92.81,Critical
TXN0000846,POL000846,CUST00846,4372,VND0020,0,0.0,0.0,Low
TXN0000847,POL000847,CUST00847,1831,VND0025,0,0.009,0.9,Low
TXN0000848,POL000848,CUST00848,1753,VND0035,0,0.0239,2.39,Low
TXN0000849,POL000849,CUST00849,22525,VND0015,1,0.957,95.7,Critical
TXN0000850,POL000850,CUST00850,4227,VND0015,0,0.0238,2.38,Low
TXN0000851,POL000851,CUST00851,1929,VND0046,0,0.0077,0.77,Low
TXN0000852,POL000852,CUST00852,2779,VND0033,0,0.028,2.8,Low
TXN0000853,POL000853,CUST00853,3895,VND0032,0,0.0578,5.78,Low
TXN0000854,POL000854,CUST00854,1469,VND0010,0,0.0162,1.62,Low
TXN0000855,POL000855,CUST00855,4068,VND0026,0,0.096,9.6,Low
TXN0000856,POL000856,CUST00856,1139,VND0022,0,0.0139,1.39,Low
TXN0000857,POL000857,CUST00857,1169,VND0032,0,0.0283,2.83,Low
TXN0000858,POL000858,CUST00858,1810,VND0047,0,0.0088,0.88,Low
TXN0000859,POL000859,CUST00859,2148,VND0014,0,0.0423,4.23,Low
TXN0000860,POL000860,CUST00860,402,VND0041,0,0.0106,1.06,Low
TXN0000861,POL000861,CUST00861,6738,VND0032,0,0.1345,13.45,Low
TXN0000862,POL000862,CUST00862,2295,VND0025,0,0.0039,0.39,Low
TXN0000863,POL000863,CUST00863,5671,VND0048,0,0.0029,0.29,Low
TXN0000864,POL000864,CUST00864,6333,VND0008,0,0.014,1.4,Low
TXN0000865,POL000865,CUST00865,45856,VND0034,1,0.963,96.3,Critical
TXN0000866,POL000866,CUST00866,5853,VND0020,0,0.0306,3.06,Low
TXN0000867,POL000867,CUST00867,880,VND0035,0,0.004,0.4,Low
TXN0000868,POL000868,CUST00868,2729,VND0007,0,0.0297,2.97,Low
TXN0000869,POL000869,CUST00869,39395,VND0037,1,0.9667,96.67,Critical
TXN0000870,POL000870,CUST00870,4115,VND0004,0,0.0192,1.92,Low
TXN0000871,POL000871,CUST00871,238,VND0018,0,0.0041,0.41,Low
TXN0000872,POL000872,CUST00872,31601,VND0046,1,0.9419,94.19,Critical
TXN0000873,POL000873,CUST00873,5670,VND0032,0,0.146,14.6,Low
TXN0000874,POL000874,CUST00874,5835,VND0025,0,0.028,2.8,Low
TXN0000875,POL000875,CUST00875,2810,VND0017,0,0.0031,0.31,Low
TXN0000876,POL000876,CUST00876,1806,VND0005,0,0.0097,0.97,Low
TXN0000877,POL000877,CUST00877,2304,VND0006,0,0.0087,0.87,Low
TXN0000878,POL000878,CUST00878,2215,VND0036,0,0.0029,0.29,Low
TXN0000879,POL000879,CUST00879,2556,VND0014,0,0.0185,1.85,Low
TXN0000880,POL000880,CUST00880,2252,VND0004,0,0.0147,1.47,Low
TXN0000881,POL000881,CUST00881,3308,VND0022,0,0.0105,1.05,Low
TXN0000882,POL000882,CUST00882,477,VND0020,0,0.0215,2.15,Low
TXN0000883,POL000883,CUST00883,2071,VND0048,0,0.0156,1.56,Low
TXN0000884,POL000884,CUST00884,2339,VND0012,0,0.0244,2.44,Low
TXN0000885,POL000885,CUST00885,1242,VND0014,0,0.02,2.0,Low
TXN0000886,POL000886,CUST00886,6169,VND0009,0,0.0877,8.77,Low
TXN0000887,POL000887,CUST00887,4793,VND0010,0,0.0137,1.37,Low
TXN0000888,POL000888,CUST00888,23303,VND0027,1,0.9554,95.54,Critical
TXN0000889,POL000889,CUST00889,4018,VND0012,0,0.0149,1.49,Low
TXN0000890,POL000890,CUST00890,945,VND0036,0,0.0126,1.26,Low
TXN0000891,POL000891,CUST00891,6351,VND0041,0,0.0141,1.41,Low
TXN0000892,POL000892,CUST00892,3314,VND0025,0,0.0093,0.93,Low
TXN0000893,POL000893,CUST00893,4854,VND0012,0,0.0704,7.04,Low
TXN0000894,POL000894,CUST00894,36521,VND0042,1,0.8764,87.64,Critical
TXN0000895,POL000895,CUST00895,3561,VND0049,0,0.0343,3.43,Low
TXN0000896,POL000896,CUST00896,3527,VND0046,0,0.0134,1.34,Low
TXN0000897,POL000897,CUST00897,2135,VND0047,0,0.0131,1.31,Low
TXN0000898,POL000898,CUST00898,3972,VND0041,0,0.003,0.3,Low
TXN0000899,POL000899,CUST00899,5189,VND0037,0,0.0076,0.76,Low
TXN0000900,POL000900,CUST00900,337,VND0048,0,0.0172,1.72,Low
TXN0000901,POL000901,CUST00901,1090,VND0017,0,0.0106,1.06,Low
TXN0000902,POL000902,CUST00902,5927,VND0047,0,0.0252,2.52,Low
TXN0000903,POL000903,CUST00903,42135,VND0002,1,0.9168,91.68,Critical
TXN0000904,POL000904,CUST00904,6820,VND0042,0,0.0472,4.72,Low
TXN0000905,POL000905,CUST00905,4311,VND0017,0,0.0514,5.14,Low
TXN0000906,POL000906,CUST00906,4643,VND0015,0,0.0173,1.73,Low
TXN0000907,POL000907,CUST00907,6313,VND0034,0,0.0685,6.85,Low
TXN0000908,POL000908,CUST00908,9473,VND0009,1,0.8385,83.85,Critical
TXN0000909,POL000909,CUST00909,2441,VND0050,0,0.011,1.1,Low
TXN0000910,POL000910,CUST00910,3790,VND0037,0,0.0197,1.97,Low
TXN0000911,POL000911,CUST00911,1802,VND0001,0,0.0133,1.33,Low
TXN0000912,POL000912,CUST00912,2473,VND0043,0,0.0041,0.41,Low
TXN0000913,POL000913,CUST00913,4825,VND0006,0,0.0438,4.38,Low
TXN0000914,POL000914,CUST00914,1213,VND0042,0,0.0144,1.44,Low
TXN0000915,POL000915,CUST00915,4769,VND0041,0,0.0235,2.35,Low
TXN0000916,POL000916,CUST00916,4171,VND0033,0,0.0777,7.77,Low
TXN0000917,POL000917,CUST00917,9293,VND0031,1,0.9052,90.52,Critical
TXN0000918,POL000918,CUST00918,8858,VND0042,1,0.8924,89.24,Critical
TXN0000919,POL000919,CUST00919,4991,VND0043,0,0.0057,0.57,Low
TXN0000920,POL000920,CUST00920,5806,VND0036,0,0.049,4.9,Low
TXN0000921,POL000921,CUST00921,18814,VND0009,1,0.9101,91.01,Critical
TXN0000922,POL000922,CUST00922,3062,VND0034,0,0.0146,1.46,Low
TXN0000923,POL000923,CUST00923,4644,VND0011,0,0.014,1.4,Low
TXN0000924,POL000924,CUST00924,3020,VND0003,0,0.0072,0.72,Low
TXN0000925,POL000925,CUST00925,2636,VND0008,0,0.0176,1.76,Low
TXN0000926,POL000926,CUST00926,2424,VND0024,0,0.0489,4.89,Low
TXN0000927,POL000927,CUST00927,1633,VND0049,0,0.0095,0.95,Low
TXN0000928,POL000928,CUST00928,6791,VND0002,0,0.0346,3.46,Low
TXN0000929,POL000929,CUST00929,4730,VND0004,0,0.0585,5.85,Low
TXN0000930,POL000930,CUST00930,1389,VND0005,0,0.0146,1.46,Low
TXN0000931,POL000931,CUST00931,6082,VND0010,0,0.1249,12.49,Low
TXN0000932,POL000932,CUST00932,1228,VND0028,0,0.0174,1.74,Low
TXN0000933,POL000933,CUST00933,4237,VND0042,0,0.0031,0.31,Low
TXN0000934,POL000934,CUST00934,1325,VND0003,0,0.0245,2.45,Low
TXN0000935,POL000935,CUST00935,2656,VND0041,0,0.0254,2.54,Low
TXN0000936,POL000936,CUST00936,4677,VND0046,0,0.0094,0.94,Low
TXN0000937,POL000937,CUST00937,6994,VND0004,0,0.0859,8.59,Low
TXN0000938,POL000938,CUST00938,21035,VND0023,1,0.9709,97.09,Critical
TXN0000939,POL000939,CUST00939,6289,VND0041,0,0.0749,7.49,Low
TXN0000940,POL000940,CUST00940,48604,VND0035,1,0.9672,96.72,Critical
TXN0000941,POL000941,CUST00941,835,VND0010,0,0.0074,0.74,Low
TXN0000942,POL000942,CUST00942,6358,VND0008,0,0.0622,6.22,Low
TXN0000943,POL000943,CUST00943,6477,VND0023,0,0.0246,2.46,Low
TXN0000944,POL000944,CUST00944,2094,VND0043,0,0.0145,1.45,Low
TXN0000945,POL000945,CUST00945,330,VND0048,0,0.0155,1.55,Low
TXN0000946,POL000946,CUST00946,4605,VND0024,0,0.006,0.6,Low
TXN0000947,POL000947,CUST00947,717,VND0027,0,0.0083,0.83,Low
TXN0000948,POL000948,CUST00948,475,VND0028,0,0.0139,1.39,Low
TXN0000949,POL000949,CUST00949,6572,VND0025,0,0.0799,7.99,Low
TXN0000950,POL000950,CUST00950,3570,VND0033,0,0.0106,1.06,Low
TXN0000951,POL000951,CUST00951,961,VND0014,0,0.0187,1.87,Low
TXN0000952,POL000952,CUST00952,4651,VND0027,0,0.0877,8.77,Low
TXN0000953,POL000953,CUST00953,2710,VND0031,0,0.0259,2.59,Low
TXN0000954,POL000954,CUST00954,3846,VND0029,0,0.0547,5.47,Low
TXN0000955,POL000955,CUST00955,6312,VND0049,0,0.0926,9.26,Low
TXN0000956,POL000956,CUST00956,1817,VND0038,0,0.0024,0.24,Low
TXN0000957,POL000957,CUST00957,4596,VND0037,0,0.069,6.9,Low
TXN0000958,POL000958,CUST00958,5833,VND0041,0,0.012,1.2,Low
TXN0000959,POL000959,CUST00959,3081,VND0027,0,0.0065,0.65,Low
TXN0000960,POL000960,CUST00960,6796,VND0016,0,0.0563,5.63,Low
TXN0000961,POL000961,CUST00961,3248,VND0027,0,0.0069,0.69,Low
TXN0000962,POL000962,CUST00962,3322,VND0047,0,0.0103,1.03,Low
TXN0000963,POL000963,CUST00963,22282,VND0044,1,0.9142,91.42,Critical
TXN0000964,POL000964,CUST00964,37620,VND0018,1,0.9346,93.46,Critical
TXN0000965,POL000965,CUST00965,6107,VND0025,0,0.0352,3.52,Low
TXN0000966,POL000966,CUST00966,5574,VND0014,0,0.1047,10.47,Low
TXN0000967,POL000967,CUST00967,5044,VND0001,0,0.0495,4.95,Low
TXN0000968,POL000968,CUST00968,1842,VND0016,0,0.0081,0.81,Low
TXN0000969,POL000969,CUST00969,2912,VND0006,0,0.0672,6.72,Low
TXN0000970,POL000970,CUST00970,6078,VND0018,0,0.0311,3.11,Low
TXN0000971,POL000971,CUST00971,4389,VND0003,0,0.0162,1.62,Low
TXN0000972,POL000972,CUST00972,39488,VND0016,1,0.9409,94.09,Critical
TXN0000973,POL000973,CUST00973,17184,VND0036,1,0.8243,82.43,Critical
TXN0000974,POL000974,CUST00974,5475,VND0043,0,0.0143,1.43,Low
TXN0000975,POL000975,CUST00975,1411,VND0045,0,0.0353,3.53,Low
TXN0000976,POL000976,CUST00976,962,VND0029,0,0.0215,2.15,Low
TXN0000977,POL000977,CUST00977,5402,VND0028,0,0.0,0.0,Low
TXN0000978,POL000978,CUST00978,2161,VND0049,0,0.006,0.6,Low
TXN0000979,POL000979,CUST00979,5404,VND0028,0,0.009,0.9,Low
TXN0000980,POL000980,CUST00980,3828,VND0005,0,0.0348,3.48,Low
TXN0000981,POL000981,CUST00981,6985,VND0047,0,0.0849,8.49,Low
TXN0000982,POL000982,CUST00982,3769,VND0031,0,0.0367,3.67,Low
TXN0000983,POL000983,CUST00983,6098,VND0034,0,0.0618,6.18,Low
TXN0000984,POL000984,CUST00984,5982,VND0005,0,0.0254,2.54,Low
TXN0000985,POL000985,CUST00985,1641,VND0024,0,0.0,0.0,Low
TXN0000986,POL000986,CUST00986,6973,VND0023,0,0.166,16.6,Low
TXN0000987,POL000987,CUST00987,5271,VND0041,0,0.0421,4.21,Low
TXN0000988,POL000988,CUST00988,33621,VND0020,1,0.9214,92.14,Critical
TXN0000989,POL000989,CUST00989,241,VND0018,0,0.014,1.4,Low
TXN0000990,POL000990,CUST00990,2045,VND0035,0,0.0267,2.67,Low
TXN0000991,POL000991,CUST00991,310,VND0001,0,0.0309,3.09,Low
TXN0000992,POL000992,CUST00992,2631,VND0038,0,0.0113,1.13,Low
TXN0000993,POL000993,CUST00993,6975,VND0001,0,0.064,6.4,Low
TXN0000994,POL000994,CUST00994,3456,VND0012,0,0.0145,1.45,Low
TXN0000995,POL000995,CUST00995,362,VND0025,0,0.0066,0.66,Low
TXN0000996,POL000996,CUST00996,3558,VND0010,0,0.0694,6.94,Low
TXN0000997,POL000997,CUST00997,1689,VND0002,0,0.0091,0.91,Low
TXN0000998,POL000998,CUST00998,24465,VND0021,1,0.9695,96.95,Critical
TXN0000999,POL000999,CUST00999,815,VND0036,0,0.0145,1.45,Low
TXN0001000,POL001000,CUST01000,5439,VND0013,0,0.0138,1.38,Low
TXN0001001,POL001001,CUST01001,45818,VND0014,1,0.907,90.7,Critical
TXN0001002,POL001002,CUST01002,328,VND0034,0,0.0412,4.12,Low
TXN0001003,POL001003,CUST01003,48739,VND0048,1,0.9743,97.43,Critical
TXN0001004,POL001004,CUST01004,3294,VND0026,0,0.0145,1.45,Low
TXN0001005,POL001005,CUST01005,5446,VND0028,0,0.0088,0.88,Low
TXN0001006,POL001006,CUST01006,4402,VND0042,0,0.0023,0.23,Low
TXN0001007,POL001007,CUST01007,5553,VND0004,0,0.0047,0.47,Low
TXN0001008,POL001008,CUST01008,3330,VND0050,0,0.0163,1.63,Low
TXN0001009,POL001009,CUST01009,253,VND0024,0,0.0257,2.57,Low
TXN0001010,POL001010,CUST01010,1088,VND0019,0,0.0242,2.42,Low
TXN0001011,POL001011,CUST01011,3320,VND0031,0,0.0114,1.14,Low
TXN0001012,POL001012,CUST01012,2902,VND0046,0,0.065,6.5,Low
TXN0001013,POL001013,CUST01013,5601,VND0047,0,0.0217,2.17,Low
TXN0001014,POL001014,CUST01014,2999,VND0039,0,0.0166,1.66,Low
TXN0001015,POL001015,CUST01015,6049,VND0025,0,0.03,3.0,Low
TXN0001016,POL001016,CUST01016,1476,VND0008,0,0.0224,2.24,Low
TXN0001017,POL001017,CUST01017,2817,VND0010,0,0.0321,3.21,Low
TXN0001018,POL001018,CUST01018,5342,VND0042,0,0.0031,0.31,Low
TXN0001019,POL001019,CUST01019,27492,VND0007,1,0.956,95.6,Critical
TXN0001020,POL001020,CUST01020,2385,VND0025,0,0.012,1.2,Low
TXN0001021,POL001021,CUST01021,5312,VND0021,0,0.0407,4.07,Low
TXN0001022,POL001022,CUST01022,4205,VND0036,0,0.0124,1.24,Low
TXN0001023,POL001023,CUST01023,5490,VND0018,0,0.0432,4.32,Low
TXN0001024,POL001024,CUST01024,3706,VND0036,0,0.0052,0.52,Low
TXN0001025,POL001025,CUST01025,6042,VND0026,0,0.0041,0.41,Low
TXN0001026,POL001026,CUST01026,6166,VND0045,0,0.1064,10.64,Low
TXN0001027,POL001027,CUST01027,6826,VND0010,0,0.1198,11.98,Low
TXN0001028,POL001028,CUST01028,1029,VND0039,0,0.0181,1.81,Low
TXN0001029,POL001029,CUST01029,4220,VND0037,0,0.0115,1.15,Low
TXN0001030,POL001030,CUST01030,976,VND0042,0,0.0114,1.14,Low
TXN0001031,POL001031,CUST01031,1756,VND0025,0,0.0018,0.18,Low
TXN0001032,POL001032,CUST01032,2242,VND0017,0,0.0124,1.24,Low
TXN0001033,POL001033,CUST01033,4593,VND0026,0,0.023,2.3,Low
TXN0001034,POL001034,CUST01034,3132,VND0049,0,0.018,1.8,Low
TXN0001035,POL001035,CUST01035,6080,VND0010,0,0.126,12.6,Low
TXN0001036,POL001036,CUST01036,2230,VND0034,0,0.0161,1.61,Low
TXN0001037,POL001037,CUST01037,4397,VND0012,0,0.0,0.0,Low
TXN0001038,POL001038,CUST01038,5389,VND0039,0,0.0153,1.53,Low
TXN0001039,POL001039,CUST01039,6866,VND0022,0,0.0438,4.38,Low
TXN0001040,POL001040,CUST01040,40145,VND0043,1,0.9031,90.31,Critical
TXN0001041,POL001041,CUST01041,30171,VND0009,1,0.9613,96.13,Critical
