TRANSACTION_ID,POLICY_NUMBER,CUSTOMER_ID,LOSS_DT,REPORT_DT,CLAIM_AMOUNT,PREMIUM_AMOUNT,INCIDENT_SEVERITY,INCIDENT_HOUR_OF_THE_DAY,AUTHORITY_CONTACTED,ANY_INJURY,POLICE_REPORT_AVAILABLE,INCIDENT_STATE,VENDOR_ID,IS_FRAUD
TXN0000982,POL000982,CUST00982,2020-01-13,2023-04-01,3769,4815,Minor,17,Fire,0,0,MI,VND0031,0
TXN0000983,POL000983,CUST00983,2019-12-13,2019-04-07,6098,1342,Major,23,Ambulance,0,1,GA,VND0034,0
TXN0000984,POL000984,CUST00984,2023-04-11,2022-11-30,5982,2309,Minor,17,None,0,1,NY,VND0005,0
TXN0000985,POL000985,CUST00985,2021-11-11,2021-10-02,1641,1366,Minor,7,Fire,0,0,GA,VND0024,0
TXN0000986,POL000986,CUST00986,2023-07-11,2023-11-24,6973,729,Minor,18,Police,0,0,TX,VND0023,0
TXN0000987,POL000987,CUST00987,2024-04-26,2020-05-10,5271,4848,Major,5,Police,1,0,IL,VND0041,0
TXN0000988,POL000988,CUST00988,2021-03-16,2023-12-11,33621,4654,Moderate,1,None,0,0,WA,VND0020,1
TXN0000989,POL000989,CUST00989,2020-05-24,2023-10-29,241,4692,Minor,10,Ambulance,0,1,GA,VND0018,0
TXN0000990,POL000990,CUST00990,2022-05-28,2020-07-27,2045,4476,Moderate,12,Fire,0,0,TX,VND0035,0
TXN0000991,POL000991,CUST00991,2022-06-28,2021-06-01,310,3419,Minor,11,Police,0,0,FL,VND0001,0
TXN0000992,POL000992,CUST00992,2021-05-17,2022-07-25,2631,2849,Severe,6,Ambulance,0,0,CA,VND0038,0
TXN0000993,POL000993,CUST00993,2020-08-23,2020-05-11,6975,4961,Minor,6,Police,0,1,IL,VND0001,0
TXN0000994,POL000994,CUST00994,2020-06-10,2024-07-13,3456,2985,Moderate,22,Police,0,0,FL,VND0012,0
TXN0000995,POL000995,CUST00995,2021-11-12,2020-02-02,362,3390,Moderate,6,Ambulance,1,1,WA,VND0025,0
TXN0000996,POL000996,CUST00996,2021-05-05,2020-05-18,3558,1452,Moderate,18,Ambulance,1,0,NY,VND0010,0
TXN0000997,POL000997,CUST00997,2021-07-07,2021-10-16,1689,3860,Severe,6,Ambulance,0,0,CA,VND0002,0
TXN0000998,POL000998,CUST00998,2019-07-11,2021-08-21,24465,4187,Moderate,2,None,1,1,IL,VND0021,1
TXN0000999,POL000999,CUST00999,2023-11-03,2019-04-25,815,3553,Major,1,Fire,0,1,NC,VND0036,0
TXN0001000,POL001000,CUST01000,2022-11-19,2024-01-16,5439,2743,Moderate,5,Ambulance,0,0,GA,VND0013,0
TXN0001001,POL001001,CUST01001,2024-01-19,2020-05-11,45818,1390,Major,20,Fire,1,1,WA,VND0014,1
TXN0001002,POL001002,CUST01002,2023-07-23,2019-08-09,328,652,Moderate,10,Fire,1,0,NY,VND0034,0
TXN0001003,POL001003,CUST01003,2022-05-26,2021-11-22,48739,3322,Minor,16,Police,0,0,OH,VND0048,1
TXN0001004,POL001004,CUST01004,2020-09-08,2024-02-21,3294,3573,Minor,23,None,0,0,OH,VND0026,0
TXN0001005,POL001005,CUST01005,2022-08-05,2019-01-19,5446,3976,Minor,1,Ambulance,0,1,CA,VND0028,0
TXN0001006,POL001006,CUST01006,2022-02-10,2021-09-21,4402,4777,Severe,2,Ambulance,0,1,CA,VND0042,0
TXN0001007,POL001007,CUST01007,2024-01-29,2024-01-17,5553,2738,Major,22,Police,0,1,NC,VND0004,0
TXN0001008,POL001008,CUST01008,2020-04-10,2023-12-13,3330,4231,Minor,13,Police,0,1,NY,VND0050,0
TXN0001009,POL001009,CUST01009,2019-02-21,2019-12-24,253,3723,Moderate,14,None,1,1,GA,VND0024,0
TXN0001010,POL001010,CUST01010,2019-09-13,2022-06-15,1088,1747,Major,8,Ambulance,0,1,WA,VND0019,0
TXN0001011,POL001011,CUST01011,2019-12-18,2023-08-20,3320,4303,Moderate,19,Police,0,0,FL,VND0031,0
TXN0001012,POL001012,CUST01012,2022-08-24,2022-09-24,2902,739,Moderate,15,Ambulance,1,1,NC,VND0046,0
TXN0001013,POL001013,CUST01013,2019-10-22,2022-08-26,5601,3195,Major,6,None,0,1,FL,VND0047,0
TXN0001014,POL001014,CUST01014,2019-09-27,2023-04-16,2999,4731,Minor,15,None,0,0,NC,VND0039,0
TXN0001015,POL001015,CUST01015,2021-03-07,2021-07-13,6049,3465,Moderate,0,Fire,0,0,TX,VND0025,0
TXN0001016,POL001016,CUST01016,2023-04-19,2019-05-29,1476,4716,Minor,5,Fire,0,1,NY,VND0008,0
TXN0001017,POL001017,CUST01017,2021-05-01,2022-07-22,2817,752,Minor,4,None,0,0,IL,VND0010,0
TXN0001018,POL001018,CUST01018,2020-06-29,2022-06-28,5342,2895,Major,18,Fire,0,0,IL,VND0042,0
TXN0001019,POL001019,CUST01019,2020-07-24,2023-09-20,27492,4012,Major,17,Ambulance,1,1,CA,VND0007,1
TXN0001020,POL001020,CUST01020,2023-07-01,2024-02-13,2385,3390,Severe,2,None,0,1,MI,VND0025,0
TXN0001021,POL001021,CUST01021,2021-05-19,2020-11-23,5312,4462,Minor,21,Fire,1,0,CA,VND0021,0
TXN0001022,POL001022,CUST01022,2021-01-09,2024-04-17,4205,2581,Major,19,Ambulance,1,0,MI,VND0036,0
TXN0001023,POL001023,CUST01023,2023-04-02,2019-02-03,5490,3571,Severe,10,Fire,0,1,FL,VND0018,0
TXN0001024,POL001024,CUST01024,2021-01-10,2024-05-12,3706,2388,Moderate,5,Ambulance,0,1,NC,VND0036,0
TXN0001025,POL001025,CUST01025,2020-12-17,2019-10-17,6042,4424,Severe,10,Police,1,1,NC,VND0026,0
TXN0001026,POL001026,CUST01026,2023-02-15,2022-08-03,6166,1037,Severe,14,None,0,0,IL,VND0045,0
TXN0001027,POL001027,CUST01027,2020-10-19,2022-10-17,6826,1643,Major,15,Ambulance,0,0,OH,VND0010,0
TXN0001028,POL001028,CUST01028,2021-10-21,2022-07-09,1029,935,Severe,8,Police,0,0,CA,VND0039,0
TXN0001029,POL001029,CUST01029,2022-08-26,2024-06-26,4220,3659,Moderate,2,Ambulance,0,1,WA,VND0037,0
TXN0001030,POL001030,CUST01030,2020-02-08,2022-01-28,976,1547,Moderate,14,Fire,0,1,TX,VND0042,0
TXN0001031,POL001031,CUST01031,2019-09-15,2019-10-05,1756,1927,Severe,16,None,0,1,GA,VND0025,0
TXN0001032,POL001032,CUST01032,2023-09-03,2022-05-18,2242,4264,Major,6,None,0,0,CA,VND0017,0
TXN0001033,POL001033,CUST01033,2020-08-19,2020-08-21,4593,2120,Minor,15,Fire,1,1,NC,VND0026,0
TXN0001034,POL001034,CUST01034,2020-11-13,2022-05-28,3132,1156,Moderate,13,Ambulance,0,0,NY,VND0049,0
TXN0001035,POL001035,CUST01035,2022-03-29,2021-02-17,6080,594,Minor,12,Police,1,0,IL,VND0010,0
TXN0001036,POL001036,CUST01036,2019-07-26,2019-04-10,2230,1520,Major,0,None,0,1,CA,VND0034,0
TXN0001037,POL001037,CUST01037,2019-04-02,2022-07-18,4397,4616,Minor,7,Ambulance,0,1,FL,VND0012,0
TXN0001038,POL001038,CUST01038,2021-04-14,2019-07-12,5389,2968,Moderate,8,Ambulance,0,1,IL,VND0039,0
TXN0001039,POL001039,CUST01039,2024-04-27,2020-11-03,6866,4976,Moderate,20,Ambulance,0,1,NC,VND0022,0
TXN0001040,POL001040,CUST01040,2022-02-25,2022-06-11,40145,1468,Minor,19,Fire,0,1,OH,VND0043,1
TXN0001041,POL001041,CUST01041,2022-03-06,2023-11-19,30171,2081,Severe,20,Ambulance,1,0,FL,VND0009,1
TXN0001042,POL001042,CUST01042,2022-05-09,2020-10-06,776,1234,Moderate,11,Fire,0,0,OH,VND0007,0
TXN0001043,POL001043,CUST01043,2023-09-24,2020-09-05,3895,2292,Minor,7,Ambulance,1,0,FL,VND0048,0
TXN0001044,POL001044,CUST01044,2023-08-05,2020-09-11,3013,3034,Minor,11,Police,0,0,OH,VND0017,0
TXN0001045,POL001045,CUST01045,2019-02-18,2022-03-14,43356,4136,Major,19,Police,0,1,OH,VND0005,1
TXN0001046,POL001046,CUST01046,2021-12-22,2020-02-07,5458,2156,Moderate,14,None,0,0,FL,VND0042,0
TXN0001047,POL001047,CUST01047,2022-01-02,2021-12-08,6505,3971,Moderate,14,Ambulance,1,0,FL,VND0021,0
TXN0001048,POL001048,CUST01048,2020-03-24,2023-06-11,5983,3317,Moderate,10,Police,0,0,OH,VND0047,0
TXN0001049,POL001049,CUST01049,2024-05-10,2019-06-26,2992,1813,Severe,16,Police,0,1,OH,VND0022,0
TXN0001050,POL001050,CUST01050,2020-06-09,2024-05-04,5186,4604,Major,20,Ambulance,0,1,WA,VND0038,0
TXN0001051,POL001051,CUST01051,2023-08-01,2021-12-17,407,2454,Major,16,Police,0,1,IL,VND0029,0
TXN0001052,POL001052,CUST01052,2019-07-22,2022-06-28,26157,1179,Moderate,9,Fire,0,0,IL,VND0025,1
TXN0001053,POL001053,CUST01053,2022-04-22,2022-06-07,521,4832,Severe,20,Fire,1,1,IL,VND0025,0
TXN0001054,POL001054,CUST01054,2023-01-17,2024-03-27,12560,4610,Major,22,Police,0,0,MI,VND0013,1
TXN0001055,POL001055,CUST01055,2021-10-08,2022-09-10,6773,722,Moderate,19,Fire,1,1,NY,VND0037,0
TXN0001056,POL001056,CUST01056,2019-08-01,2023-11-24,4833,4561,Severe,21,Fire,0,0,NY,VND0027,0
TXN0001057,POL001057,CUST01057,2019-09-06,2020-08-11,5911,4763,Major,6,Police,1,1,NY,VND0001,0
TXN0001058,POL001058,CUST01058,2022-04-30,2020-03-27,1793,4230,Major,10,Ambulance,1,1,GA,VND0020,0
TXN0001059,POL001059,CUST01059,2023-09-28,2022-07-30,6958,1647,Major,5,Fire,0,1,GA,VND0021,0
TXN0001060,POL001060,CUST01060,2022-04-13,2019-11-19,3945,3340,Moderate,8,Police,1,1,IL,VND0045,0
TXN0001061,POL001061,CUST01061,2019-07-22,2019-08-26,4786,2922,Moderate,17,Police,1,0,FL,VND0022,0
TXN0001062,POL001062,CUST01062,2023-04-26,2020-03-14,5440,3290,Minor,16,None,0,0,GA,VND0029,0
TXN0001063,POL001063,CUST01063,2021-07-10,2020-07-12,4549,3273,Moderate,0,Police,0,0,FL,VND0005,0
TXN0001064,POL001064,CUST01064,2019-05-30,2019-07-27,2356,3376,Moderate,18,None,0,0,MI,VND0020,0
TXN0001065,POL001065,CUST01065,2021-01-08,2023-01-17,4357,2813,Moderate,4,Police,0,1,GA,VND0015,0
TXN0001066,POL001066,CUST01066,2020-02-12,2022-03-30,4647,3607,Severe,4,Police,0,1,IL,VND0025,0
TXN0001067,POL001067,CUST01067,2024-06-02,2020-02-21,6029,2869,Minor,13,Ambulance,0,1,FL,VND0045,0
TXN0001068,POL001068,CUST01068,2023-12-31,2020-08-04,3474,574,Major,5,None,0,1,NC,VND0047,0
TXN0001069,POL001069,CUST01069,2019-08-01,2024-02-25,34364,658,Minor,23,Police,0,0,GA,VND0015,1
TXN0001070,POL001070,CUST01070,2022-02-22,2024-01-22,3621,4811,Minor,3,Fire,0,0,MI,VND0031,0
TXN0001071,POL001071,CUST01071,2019-01-15,2019-09-19,978,4591,Minor,3,None,0,0,NC,VND0048,0
TXN0001072,POL001072,CUST01072,2021-07-07,2022-05-30,812,3135,Moderate,18,Police,1,0,NC,VND0012,0
TXN0001073,POL001073,CUST01073,2019-11-09,2020-10-24,338,1285,Moderate,6,Police,0,1,CA,VND0022,0
TXN0001074,POL001074,CUST01074,2023-02-09,2021-01-06,4730,4016,Moderate,17,Fire,0,1,CA,VND0026,0
TXN0001075,POL001075,CUST01075,2019-05-25,2022-05-03,3048,1144,Major,16,None,0,1,GA,VND0001,0
TXN0001076,POL001076,CUST01076,2023-12-17,2024-06-14,6086,2197,Moderate,4,None,1,1,CA,VND0024,0
TXN0001077,POL001077,CUST01077,2020-04-08,2022-03-30,4975,1984,Minor,13,Ambulance,0,1,MI,VND0007,0
TXN0001078,POL001078,CUST01078,2020-06-11,2024-04-12,1161,555,Moderate,12,Ambulance,0,1,MI,VND0016,0
TXN0001079,POL001079,CUST01079,2023-11-13,2023-07-20,880,4131,Minor,2,Police,0,1,OH,VND0006,0
TXN0001080,POL001080,CUST01080,2023-12-15,2023-04-27,2689,2793,Minor,18,Police,0,1,NC,VND0037,0
TXN0001081,POL001081,CUST01081,2019-07-12,2023-05-20,6462,1923,Minor,20,None,1,1,IL,VND0042,0
TXN0001082,POL001082,CUST01082,2019-08-07,2023-05-23,530,2782,Major,22,Ambulance,0,0,WA,VND0014,0
TXN0001083,POL001083,CUST01083,2023-09-09,2020-06-10,1474,500,Major,2,Police,0,1,CA,VND0003,0
TXN0001084,POL001084,CUST01084,2024-05-16,2024-05-30,401,2466,Major,4,Ambulance,0,0,FL,VND0025,0
TXN0001085,POL001085,CUST01085,2021-09-07,2024-02-01,3012,2838,Major,19,Ambulance,1,0,GA,VND0006,0
TXN0001086,POL001086,CUST01086,2019-11-27,2022-05-04,6929,2028,Moderate,7,Ambulance,0,1,NC,VND0023,0
TXN0001087,POL001087,CUST01087,2019-11-03,2022-12-13,4849,4236,Moderate,15,None,1,0,FL,VND0028,0
TXN0001088,POL001088,CUST01088,2020-06-18,2023-11-17,3555,1624,Minor,8,Ambulance,0,0,MI,VND0024,0
TXN0001089,POL001089,CUST01089,2022-10-07,2019-11-17,1181,1120,Moderate,5,Police,0,0,IL,VND0027,0
TXN0001090,POL001090,CUST01090,2019-07-13,2019-05-25,2617,2873,Minor,14,None,0,1,MI,VND0029,0
TXN0001091,POL001091,CUST01091,2022-07-11,2024-07-06,3766,4492,Minor,4,Police,1,1,FL,VND0009,0
TXN0001092,POL001092,CUST01092,2023-06-01,2022-01-31,2069,2188,Severe,3,Ambulance,1,1,GA,VND0035,0
TXN0001093,POL001093,CUST01093,2019-10-16,2023-01-03,4994,709,Minor,12,None,0,1,FL,VND0034,0
TXN0001094,POL001094,CUST01094,2024-05-29,2021-10-20,6864,4864,Minor,4,Police,0,0,TX,VND0008,0
TXN0001095,POL001095,CUST01095,2024-06-04,2021-11-18,1600,2499,Severe,4,None,0,1,NC,VND0022,0
TXN0001096,POL001096,CUST01096,2020-08-19,2019-03-31,1915,1278,Moderate,18,None,0,1,GA,VND0015,0
TXN0001097,POL001097,CUST01097,2019-08-14,2020-08-18,1058,3270,Moderate,12,Ambulance,1,0,FL,VND0020,0
TXN0001098,POL001098,CUST01098,2020-10-15,2019-07-08,5134,1938,Minor,13,Fire,0,1,GA,VND0039,0
TXN0001099,POL001099,CUST01099,2020-06-02,2021-06-01,3339,4720,Moderate,3,Police,0,1,WA,VND0030,0
TXN0001100,POL001100,CUST01100,2020-07-13,2019-02-27,2129,1822,Severe,3,Ambulance,0,0,NY,VND0046,0
TXN0001101,POL001101,CUST01101,2024-01-31,2023-06-14,27299,2975,Major,9,Police,0,1,OH,VND0029,1
TXN0001102,POL001102,CUST01102,2019-11-07,2020-08-27,679,2944,Moderate,9,Ambulance,1,0,FL,VND0003,0
TXN0001103,POL001103,CUST01103,2020-09-28,2023-02-11,3437,1590,Moderate,10,Police,0,1,OH,VND0036,0
TXN0001104,POL001104,CUST01104,2023-04-30,2019-05-02,4846,2746,Moderate,3,Fire,1,1,MI,VND0004,0
TXN0001105,POL001105,CUST01105,2019-04-26,2019-03-22,19823,990,Moderate,21,Ambulance,0,0,GA,VND0018,1
TXN0001106,POL001106,CUST01106,2019-05-02,2021-05-13,211,3396,Minor,8,Police,0,1,TX,VND0047,0
TXN0001107,POL001107,CUST01107,2020-08-28,2023-05-16,14204,3912,Minor,19,None,0,1,NC,VND0050,1
TXN0001108,POL001108,CUST01108,2024-04-26,2023-07-04,4795,4775,Major,9,Ambulance,0,0,IL,VND0008,0
TXN0001109,POL001109,CUST01109,2023-08-12,2022-01-12,2545,1966,Major,11,Police,0,1,CA,VND0050,0
TXN0001110,POL001110,CUST01110,2024-02-05,2022-05-31,1902,1783,Severe,2,None,0,1,GA,VND0049,0
TXN0001111,POL001111,CUST01111,2023-10-01,2022-10-29,1249,2969,Major,16,Ambulance,1,1,FL,VND0044,0
TXN0001112,POL001112,CUST01112,2019-08-26,2022-09-28,5273,3617,Moderate,1,None,0,1,WA,VND0042,0
TXN0001113,POL001113,CUST01113,2021-03-15,2023-02-11,6058,4966,Major,17,Ambulance,0,0,WA,VND0004,0
TXN0001114,POL001114,CUST01114,2021-11-28,2019-03-19,5434,612,Severe,21,Ambulance,0,0,GA,VND0007,0
TXN0001115,POL001115,CUST01115,2019-12-01,2021-05-25,3723,1572,Minor,8,Fire,0,1,GA,VND0031,0
TXN0001116,POL001116,CUST01116,2024-06-15,2023-08-27,46885,1680,Moderate,21,Police,0,0,NY,VND0006,1
TXN0001117,POL001117,CUST01117,2022-04-25,2021-06-16,29482,1649,Minor,16,Police,0,1,CA,VND0013,1
TXN0001118,POL001118,CUST01118,2023-09-08,2019-11-04,366,2586,Severe,0,Fire,0,1,CA,VND0049,0
TXN0001119,POL001119,CUST01119,2020-06-03,2022-09-11,2699,4428,Severe,4,Fire,0,1,IL,VND0046,0
TXN0001120,POL001120,CUST01120,2022-12-06,2020-09-13,4985,639,Major,15,None,0,1,NY,VND0013,0
TXN0001121,POL001121,CUST01121,2019-08-01,2021-11-06,4601,4171,Minor,16,Ambulance,1,1,WA,VND0027,0
TXN0001122,POL001122,CUST01122,2019-02-15,2021-11-17,37864,3279,Severe,2,Fire,0,1,FL,VND0027,1
TXN0001123,POL001123,CUST01123,2022-07-09,2022-11-13,6982,3268,Minor,16,Ambulance,1,1,FL,VND0014,0
TXN0001124,POL001124,CUST01124,2019-05-18,2024-02-25,1849,3552,Minor,19,Ambulance,0,0,MI,VND0012,0
TXN0001125,POL001125,CUST01125,2020-07-08,2022-11-07,265,1019,Moderate,2,None,1,1,MI,VND0022,0
TXN0001126,POL001126,CUST01126,2023-05-13,2024-07-11,2064,3860,Major,21,Fire,1,0,NY,VND0031,0
TXN0001127,POL001127,CUST01127,2021-09-25,2019-02-22,6157,1616,Major,12,Police,0,0,CA,VND0041,0
TXN0001128,POL001128,CUST01128,2021-01-25,2023-05-05,5731,2824,Moderate,14,Police,0,0,CA,VND0043,0
TXN0001129,POL001129,CUST01129,2020-08-06,2021-05-01,871,3545,Moderate,1,Police,0,1,OH,VND0002,0
TXN0001130,POL001130,CUST01130,2022-09-03,2023-01-18,1290,3217,Moderate,14,Ambulance,0,1,MI,VND0033,0
TXN0001131,POL001131,CUST01131,2024-03-30,2019-07-05,4031,1954,Minor,10,None,0,1,NY,VND0031,0
TXN0001132,POL001132,CUST01132,2023-01-23,2021-12-09,4691,2282,Major,8,Ambulance,0,0,CA,VND0003,0
TXN0001133,POL001133,CUST01133,2020-12-21,2019-03-16,41001,2644,Moderate,18,None,1,0,NY,VND0042,1
TXN0001134,POL001134,CUST01134,2021-04-27,2022-09-12,5334,685,Minor,5,Ambulance,0,0,CA,VND0030,0
TXN0001135,POL001135,CUST01135,2019-07-26,2020-03-24,1640,3767,Moderate,1,None,1,0,IL,VND0036,0
TXN0001136,POL001136,CUST01136,2019-10-15,2019-11-01,452,949,Major,11,Fire,0,0,IL,VND0034,0
TXN0001137,POL001137,CUST01137,2020-06-22,2019-06-22,4508,2563,Major,17,Fire,0,1,NC,VND0017,0
TXN0001138,POL001138,CUST01138,2021-02-15,2020-07-08,3965,3447,Minor,3,None,0,0,CA,VND0011,0
TXN0001139,POL001139,CUST01139,2024-06-10,2024-04-25,17427,861,Minor,23,Ambulance,0,1,IL,VND0019,1
TXN0001140,POL001140,CUST01140,2023-10-15,2024-06-14,4115,4979,Severe,16,Fire,0,0,TX,VND0039,0
TXN0001141,POL001141,CUST01141,2019-08-15,2019-06-25,3608,2197,Moderate,22,None,0,1,IL,VND0032,0
TXN0001142,POL001142,CUST01142,2020-10-26,2024-06-04,2263,571,Moderate,11,None,0,1,WA,VND0032,0
TXN0001143,POL001143,CUST01143,2019-04-24,2022-04-08,786,3463,Minor,2,Fire,0,1,NC,VND0007,0
TXN0001144,POL001144,CUST01144,2019-05-06,2020-10-24,6159,3009,Severe,4,Ambulance,1,0,MI,VND0001,0
TXN0001145,POL001145,CUST01145,2021-01-22,2024-03-21,5817,3381,Major,12,Fire,0,1,CA,VND0034,0
TXN0001146,POL001146,CUST01146,2024-04-08,2020-05-13,1306,3879,Minor,14,Fire,1,0,NC,VND0048,0
TXN0001147,POL001147,CUST01147,2020-01-07,2020-01-14,4986,2640,Minor,17,None,0,1,MI,VND0018,0
TXN0001148,POL001148,CUST01148,2022-09-28,2020-04-19,2676,4220,Minor,19,Ambulance,0,0,GA,VND0023,0
TXN0001149,POL001149,CUST01149,2021-02-27,2019-11-03,3171,2165,Minor,18,Police,0,1,NC,VND0048,0
TXN0001150,POL001150,CUST01150,2021-12-21,2021-09-14,5970,2953,Minor,14,Ambulance,1,1,CA,VND0012,0
TXN0001151,POL001151,CUST01151,2023-10-11,2019-10-24,33121,1213,Minor,0,Ambulance,0,1,NC,VND0027,1
TXN0001152,POL001152,CUST01152,2023-07-23,2020-04-08,1496,3289,Minor,12,Ambulance,0,1,MI,VND0005,0
TXN0001153,POL001153,CUST01153,2023-07-21,2021-01-29,13897,1677,Moderate,19,Fire,1,0,FL,VND0014,1
TXN0001154,POL001154,CUST01154,2021-04-05,2022-08-09,5785,3635,Moderate,20,Ambulance,1,1,IL,VND0019,0
TXN0001155,POL001155,CUST01155,2019-04-08,2023-10-03,6435,4104,Moderate,20,None,1,0,IL,VND0035,0
TXN0001156,POL001156,CUST01156,2024-05-31,2019-06-14,18780,4365,Major,0,Police,1,0,CA,VND0016,1
TXN0001157,POL001157,CUST01157,2024-06-17,2022-07-04,38594,4680,Minor,10,Ambulance,0,0,TX,VND0024,1
TXN0001158,POL001158,CUST01158,2023-09-18,2019-08-11,39301,1050,Major,14,None,1,0,NY,VND0015,1
TXN0001159,POL001159,CUST01159,2021-08-15,2024-06-26,4214,1120,Severe,5,Fire,0,0,TX,VND0008,0
TXN0001160,POL001160,CUST01160,2020-07-17,2020-07-24,712,4667,Severe,9,Fire,1,1,OH,VND0040,0
TXN0001161,POL001161,CUST01161,2019-12-17,2023-10-01,9907,2213,Minor,2,Police,0,0,CA,VND0034,1
TXN0001162,POL001162,CUST01162,2021-01-14,2023-04-25,4809,617,Minor,4,Police,0,1,CA,VND0033,0
TXN0001163,POL001163,CUST01163,2020-11-02,2020-10-27,4706,1791,Moderate,0,Fire,0,0,GA,VND0030,0
TXN0001164,POL001164,CUST01164,2020-07-07,2020-10-25,5576,4262,Minor,23,None,1,1,FL,VND0007,0
TXN0001165,POL001165,CUST01165,2024-03-22,2020-10-12,34309,2097,Minor,20,Police,0,0,NY,VND0026,1
TXN0001166,POL001166,CUST01166,2022-08-16,2021-08-17,5979,845,Minor,9,Police,1,0,NY,VND0036,0
TXN0001167,POL001167,CUST01167,2020-03-23,2021-06-20,5264,3749,Moderate,0,None,0,1,IL,VND0025,0
TXN0001168,POL001168,CUST01168,2022-07-07,2022-08-25,6872,1375,Major,8,None,0,1,IL,VND0037,0
TXN0001169,POL001169,CUST01169,2022-11-16,2021-08-04,4786,2087,Minor,10,Police,0,1,TX,VND0017,0
TXN0001170,POL001170,CUST01170,2021-11-14,2023-05-17,46435,517,Severe,4,Fire,0,0,CA,VND0026,1
TXN0001171,POL001171,CUST01171,2024-03-15,2021-08-08,3885,3208,Major,15,Fire,0,1,IL,VND0020,0
TXN0001172,POL001172,CUST01172,2024-04-22,2020-09-22,5429,2503,Minor,23,Fire,1,1,OH,VND0050,0
TXN0001173,POL001173,CUST01173,2021-05-17,2020-11-01,685,4401,Moderate,20,Police,0,1,NC,VND0009,0
TXN0001174,POL001174,CUST01174,2021-08-05,2023-01-21,3639,2004,Minor,20,Police,0,0,TX,VND0015,0
TXN0001175,POL001175,CUST01175,2020-03-11,2019-10-24,3092,1420,Severe,19,Ambulance,0,0,CA,VND0035,0
TXN0001176,POL001176,CUST01176,2023-04-22,2020-08-11,6406,1246,Major,1,Police,1,0,OH,VND0003,0
TXN0001177,POL001177,CUST01177,2024-02-12,2020-10-01,693,1400,Major,13,Ambulance,0,1,WA,VND0026,0
TXN0001178,POL001178,CUST01178,2022-08-13,2022-08-01,4577,2529,Major,13,Police,1,0,FL,VND0002,0
TXN0001179,POL001179,CUST01179,2020-02-08,2019-10-01,1453,892,Minor,2,Police,0,0,CA,VND0027,0
TXN0001180,POL001180,CUST01180,2021-11-05,2021-07-08,6208,2310,Severe,3,Police,1,1,IL,VND0017,0
TXN0001181,POL001181,CUST01181,2023-05-14,2022-09-30,5992,4346,Severe,13,Fire,0,1,OH,VND0010,0
TXN0001182,POL001182,CUST01182,2019-03-26,2024-02-18,41763,3954,Major,17,Fire,1,1,GA,VND0025,1
TXN0001183,POL001183,CUST01183,2022-03-30,2021-06-11,10545,3367,Moderate,5,Fire,1,1,TX,VND0017,1
TXN0001184,POL001184,CUST01184,2022-08-12,2024-06-09,3577,4519,Minor,11,Fire,1,0,GA,VND0004,0
TXN0001185,POL001185,CUST01185,2021-12-13,2022-05-19,6803,4010,Minor,1,None,0,1,NY,VND0027,0
TXN0001186,POL001186,CUST01186,2022-07-13,2023-04-18,5162,3436,Minor,2,Fire,1,0,CA,VND0029,0
TXN0001187,POL001187,CUST01187,2023-12-04,2020-05-16,434,4383,Moderate,13,None,0,0,WA,VND0034,0
TXN0001188,POL001188,CUST01188,2019-09-08,2024-01-27,1578,1059,Major,13,Police,0,1,OH,VND0046,0
TXN0001189,POL001189,CUST01189,2022-02-19,2020-06-18,18995,4182,Severe,18,Fire,0,0,NY,VND0036,1
TXN0001190,POL001190,CUST01190,2023-05-17,2019-10-16,1637,1829,Minor,21,Police,0,1,MI,VND0040,0
TXN0001191,POL001191,CUST01191,2023-07-08,2019-06-22,1100,3798,Minor,4,Fire,0,1,NC,VND0033,0
TXN0001192,POL001192,CUST01192,2021-07-26,2022-08-21,6850,4609,Minor,8,Police,0,0,FL,VND0034,0
TXN0001193,POL001193,CUST01193,2024-06-24,2022-06-29,6109,2732,Severe,20,Police,0,0,WA,VND0040,0
TXN0001194,POL001194,CUST01194,2020-10-12,2020-02-17,3155,899,Major,1,Police,0,0,OH,VND0034,0
TXN0001195,POL001195,CUST01195,2021-06-03,2023-11-14,1662,2166,Moderate,19,Police,0,0,FL,VND0026,0
TXN0001196,POL001196,CUST01196,2023-07-12,2020-07-24,1436,2330,Moderate,22,Fire,1,1,IL,VND0037,0
TXN0001197,POL001197,CUST01197,2021-05-31,2022-05-23,6427,4715,Moderate,2,Ambulance,0,1,TX,VND0049,0
TXN0001198,POL001198,CUST01198,2020-11-20,2021-11-29,2453,4741,Minor,3,Police,0,0,MI,VND0025,0
TXN0001199,POL001199,CUST01199,2022-01-20,2022-04-18,285,3058,Minor,16,Ambulance,0,0,FL,VND0012,0
TXN0001200,POL001200,CUST01200,2022-06-02,2023-02-12,2902,4777,Minor,11,Fire,1,1,IL,VND0021,0
TXN0001201,POL001201,CUST01201,2024-04-30,2024-02-20,3289,2463,Minor,23,Fire,0,1,CA,VND0001,0
TXN0001202,POL001202,CUST01202,2022-05-25,2023-01-02,4436,2350,Moderate,13,None,0,1,WA,VND0016,0
TXN0001203,POL001203,CUST01203,2020-01-07,2024-01-10,2503,4264,Moderate,15,Fire,1,0,NY,VND0045,0
TXN0001204,POL001204,CUST01204,2019-04-16,2023-10-26,6476,3503,Major,5,Fire,1,1,GA,VND0005,0
